"Region","income_category","iso3","Country","City.Town","Year","pm10_yr_mean","pm10_temp_cover","note.on.converted.PM10","pm25_yr_mean","pm25_temp_cover","note.on.converted.PM2.5","Number.and.type.of.monitoring.stations","Reference.for.air.quality","Database.version..year.","status"
"Western Pacific","LMIC","CHN","China","Dalian (China)",2016,67,"NA","Measured",39,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Dandong (China)",2015,76,"NA","Measured",46,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Dandong (China)",2016,71,"NA","Measured",42,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Daqing (China)",2015,62,"NA","Measured",45,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Datong (China)",2014,63,"NA","Converted",42,"NA","Measured","-","China National Environmental Monitoring Center",2016,NA
"Western Pacific","LMIC","CHN","China","Dazhou (China)",2016,86,"NA","Measured",56,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Deyang (China)",2015,75,"NA","Measured",53,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Deyang (China)",2016,91,"NA","Measured",55,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Dezhou (China)",2015,216,"NA","Converted",101,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Dezhou (China)",2016,141,"NA","Measured",81,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Dingxi (China)",2016,75,"NA","Measured",36,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Dongguan (China)",2013,65,"NA","Measured",48,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Dongguan (China)",2014,60,"NA","Measured",45,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Dongguan (China)",2015,51,"NA","Measured",36,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Dongguan (China)",2016,49,"NA","Measured",35,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Dongying (China)",2015,136,"NA","Measured",79,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Eerduosi (China)",2014,42,"NA","Converted",28,"NA","Measured","-","China National Environmental Monitoring Center",2016,NA
"Western Pacific","LMIC","CHN","China","Enshi (China)",2016,69,"NA","Measured",48,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Erdos (China)",2015,69,"NA","Measured",27,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Erdos (China)",2016,63,"NA","Measured",24,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Ezhou (China)",2016,100,"NA","Measured",60,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Fangchenggang (China)",2016,45,"NA","Measured",29,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Foshan (China)",2013,83,"NA","Measured",53,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Foshan (China)",2014,66,"NA","Measured",45,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Foshan (China)",2015,58,"NA","Measured",39,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Foshan (China)",2016,55,"NA","Measured",38,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Fushun (China)",2015,93,"NA","Measured",53,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Fushun (China)",2016,78,"NA","Measured",44,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Fuxin (China)",2016,83,"NA","Measured",39,"NA","Converted","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Fuyang (China)",2014,90,"NA","Converted",60,"NA","Measured","-","China National Environmental Monitoring Center",2016,NA
"Western Pacific","LMIC","CHN","China","Fuzhou (China)",2013,64,"NA","Measured",36,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Fuzhou (China)",2015,62,"NA","Converted",29,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Fuzhou (China)",2016,50,"NA","Measured",27,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Gannan (China)",2016,70,"NA","Measured",38,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Ganzhou (China)",2016,68,"NA","Measured",45,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Guang'an (China)",2016,78,"NA","Measured",46,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Guangyuan (China)",2016,70,"NA","Measured",28,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Guangzhou (China)",2013,72,"NA","Measured",53,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Guangzhou (China)",2014,67,"NA","Measured",49,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Guangzhou (China)",2015,59,"NA","Measured",39,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Guangzhou (China)",2016,56,"NA","Measured",36,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Guigang (China)",2016,55,"NA","Measured",38,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Guilin (China)",2015,70,"NA","Measured",51,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Guilin (China)",2016,64,"NA","Measured",47,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Guiyang (China)",2013,86,"NA","Measured",53,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Guiyang (China)",2014,73,"NA","Measured",48,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Guiyang (China)",2015,61,"NA","Measured",39,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Guiyang (China)",2016,63,"NA","Measured",37,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Guoluo (China)",2016,72,"NA","Measured",37,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Haibei (China)",2016,76,"NA","Measured",32,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Haidong (China)",2016,114,"NA","Measured",46,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Haikou (China)",2013,47,"NA","Measured",27,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Haikou (China)",2014,42,"NA","Measured",24,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Haikou (China)",2015,40,"NA","Measured",22,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Haikou (China)",2016,39,"NA","Measured",21,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Haimen (China)",2014,77,"NA","Converted",51,"NA","Measured","-","China National Environmental Monitoring Center",2016,NA
"Western Pacific","LMIC","CHN","China","Hainan (China)",2016,69,"NA","Measured",31,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Haixi (China)",2016,65,"NA","Measured",27,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Handan (China)",2013,238,"NA","Measured",138,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Handan (China)",2014,187,"NA","Measured",116,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Handan (China)",2015,166,"NA","Measured",91,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Handan (China)",2016,175,"NA","Converted",82,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Hangzhou (China)",2013,150,"NA","Converted",70,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Hangzhou (China)",2015,85,"NA","Measured",57,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Hangzhou (China)",2016,105,"NA","Converted",49,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Harbin (China)",2013,119,"NA","Measured",81,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Harbin (China)",2014,111,"NA","Measured",72,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Harbin (China)",2015,150,"NA","Converted",70,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Harbin (China)",2016,74,"NA","Measured",52,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Hebi (China)",2016,128,"NA","Measured",73,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Hechi (China)",2016,55,"NA","Measured",34,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Hefei (China)",2013,115,"NA","Measured",88,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Hefei (China)",2014,113,"NA","Measured",83,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Hefei (China)",2015,92,"NA","Measured",66,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Hefei (China)",2016,83,"NA","Measured",57,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Hengshui (China)",2013,217,"NA","Measured",122,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Hengshui (China)",2014,192,"NA","Measured",108,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Hengshui (China)",2015,174,"NA","Measured",99,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Hengshui (China)",2016,143,"NA","Measured",87,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Hengyang (China)",2016,76,"NA","Measured",52,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Heyuan (China)",2015,49,"NA","Measured",34,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Heyuan (China)",2016,46,"NA","Measured",32,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Heze (China)",2015,155,"NA","Measured",94,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Heze (China)",2016,143,"NA","Measured",82,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Hohhot (China)",2013,145,"NA","Measured",56,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Hohhot (China)",2015,103,"NA","Measured",43,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Hohhot (China)",2016,88,"NA","Converted",41,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Hong Kong (China)",2015,40,">75%","Measured",26,">75%","Measured","12 General, 3 Roadside","Clean Air Asia",2018,NA
"Western Pacific","LMIC","CHN","China","Hong Kong (China)",2016,34,">75%","Measured",23,">75%","Measured","11 General, 3 Roadside","Clean Air Asia",2018,NA
"Western Pacific","LMIC","CHN","China","Hsinchu (China)",2014,33,"NA","Converted",22,"NA","Measured","-",NA,2016,NA
"Western Pacific","LMIC","CHN","China","Huai'an (China)",2013,114,"NA","Measured",53,"NA","Converted","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Huai'an (China)",2014,105,"NA","Measured",68,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Huai'an (China)",2015,96,"NA","Measured",58,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Huai'an (China)",2016,92,"NA","Measured",53,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Huaibei (China)",2016,87,"NA","Measured",41,"NA","Converted","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Huaihua (China)",2016,79,"NA","Measured",42,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Huainan (China)",2016,85,"NA","Measured",56,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Hualien (China)",2014,18,"NA","Converted",12,"NA","Measured","-",NA,2016,NA
"Western Pacific","LMIC","CHN","China","Huanggang (China)",2016,75,"NA","Measured",51,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Huangnan (China)",2016,86,"NA","Measured",45,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Huangshan (China)",2016,45,"NA","Measured",28,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Huangshi (China)",2016,89,"NA","Measured",57,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Huizhou (China)",2013,81,"NA","Converted",38,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Huizhou (China)",2015,50,"NA","Measured",27,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Huizhou (China)",2016,45,"NA","Measured",27,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Huludao (China)",2015,99,"NA","Measured",54,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Huludao (China)",2016,87,"NA","Measured",47,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Huzhou (China)",2013,109,"NA","Measured",51,"NA","Converted","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Huzhou (China)",2015,115,"NA","Converted",54,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Huzhou (China)",2016,100,"NA","Converted",47,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Ji'nan (China)",2014,192,"NA","Converted",90,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Ji'ning (China)",2015,140,"NA","Measured",82,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jiangmen (China)",2013,76,"NA","Measured",50,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jiangmen (China)",2014,64,"NA","Measured",44,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jiangmen (China)",2015,50,"NA","Measured",34,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jiangmen (China)",2016,55,"NA","Measured",34,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jiangyin (China)",2014,102,"NA","Converted",68,"NA","Measured","-","China National Environmental Monitoring Center",2016,NA
"Western Pacific","LMIC","CHN","China","Jiaonan (China)",2014,79,"NA","Converted",52,"NA","Measured","-","China National Environmental Monitoring Center",2016,NA
"Western Pacific","LMIC","CHN","China","Jiaozhou (China)",2014,79,"NA","Converted",52,"NA","Measured","-","China National Environmental Monitoring Center",2016,NA
"Western Pacific","LMIC","CHN","China","Jiaozuo (China)",2015,150,"NA","Measured",87,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jiaozuo (China)",2016,142,"NA","Measured",85,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jiaxing (China)",2013,145,"NA","Converted",68,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jiaxing (China)",2014,81,"NA","Measured",57,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jiaxing (China)",2015,113,"NA","Converted",53,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jiaxing (China)",2016,94,"NA","Converted",44,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jiayuguan (China)",2015,98,"NA","Measured",46,"NA","Converted","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jiayuguan (China)",2016,98,"NA","Measured",33,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jieyang (China)",2015,56,"NA","Measured",39,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jieyang (China)",2016,60,"NA","Measured",39,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jilin (China)",2015,98,"NA","Measured",59,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jilin (China)",2016,69,"NA","Measured",42,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jimo (China)",2014,77,"NA","Converted",51,"NA","Measured","-","China National Environmental Monitoring Center",2016,NA
"Western Pacific","LMIC","CHN","China","Jinan (China)",2015,157,"NA","Measured",87,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jinan (China)",2016,141,"NA","Measured",73,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jinchang (China)",2016,104,"NA","Measured",32,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jincheng (China)",2016,111,"NA","Measured",62,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jingmen (China)",2016,99,"NA","Measured",58,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jingzhou (China)",2015,109,"NA","Measured",70,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jingzhou (China)",2016,100,"NA","Measured",60,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jinhua (China)",2013,99,"NA","Measured",70,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jinhua (China)",2014,137,"NA","Converted",64,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
"Western Pacific","LMIC","CHN","China","Jinhua (China)",2015,115,"NA","Converted",54,"NA","Measured","1 N.A.","Clean Air Asia (from Environment Status Bulletin published by city EPB/ provincial EPD)",2018,NA
